,ZCTA5CE10,GEOID10,INTPTLAT10,INTPTLON10
5855,55744,55744,+47.2345771,-093.5070336
5856,55746,55746,+47.3618470,-092.9556606
5857,55748,55748,+47.0144620,-093.6212814
5858,55749,55749,+46.4395576,-092.4433151
5859,55750,55750,+47.5318496,-091.9637138
5860,55751,55751,+47.3973223,-092.6591387
5861,55752,55752,+46.9505525,-093.2859452
5862,55753,55753,+47.3954422,-093.0815683
5863,55756,55756,+46.3611821,-092.5845564
5864,55757,55757,+46.5125379,-092.9501250
5865,55758,55758,+47.5060196,-092.7201944
5866,55760,55760,+46.6375881,-093.2551167
5867,55763,55763,+47.3475935,-092.1552520
5868,55764,55764,+47.3320139,-093.3066685
5869,55765,55765,+47.1037123,-092.7562853
5870,55766,55766,+47.2604893,-092.4307140
5871,55767,55767,+46.4507181,-092.7596084
5872,55768,55768,+47.4869780,-092.6843221
5873,55769,55769,+47.4799891,-093.1838595
5874,55771,55771,+48.1320955,-092.8175000
5875,83014,83014,+43.4561522,-110.9743839
5876,83025,83025,+43.5935994,-110.8481709
5877,83101,83101,+41.9642755,-110.5554332
5878,83110,83110,+42.7259024,-110.8492186
5879,83112,83112,+42.9206082,-110.8324758
5880,83113,83113,+42.5318554,-110.2578681
5881,83114,83114,+42.2053822,-110.9765703
5882,83115,83115,+42.8907550,-110.3156314
5883,83116,83116,+41.7689981,-110.5333397
5884,83118,83118,+43.0478548,-110.9975762
5885,83119,83119,+42.6439179,-110.9881971
5886,83121,83121,+41.8197159,-110.5339048
5887,83122,83122,+42.8202576,-110.9465259
5888,83123,83123,+42.2211114,-110.2502070
5889,83124,83124,+41.7731091,-110.2340116
5890,83126,83126,+42.5937406,-110.8307631
5891,83127,83127,+42.9604301,-110.9639052
5892,83128,83128,+43.0644007,-110.7768314
5893,83414,83414,+43.9052975,-110.9431960
5894,63005,63005,+38.6442145,-090.6514068
5895,63010,63010,+38.4303709,-090.3921000
5896,63011,63011,+38.6036792,-090.5592711
5897,63012,63012,+38.3316747,-090.4538506
5898,63013,63013,+38.4150832,-091.1615105
5899,63014,63014,+38.6518054,-091.3134447
5900,63015,63015,+38.4057846,-090.7594272
5901,63016,63016,+38.3524573,-090.6349638
5902,63017,63017,+38.6513091,-090.5312157
5903,63019,63019,+38.2263616,-090.3769920
5904,63020,63020,+38.1009709,-090.5655494
5905,63021,63021,+38.5698402,-090.5456887
5906,63023,63023,+38.2701915,-090.6987451
5907,63025,63025,+38.4875750,-090.6201355
5908,63026,63026,+38.5033484,-090.4609676
5909,63028,63028,+38.1379193,-090.3921822
5910,63030,63030,+38.1246922,-090.7462920
5911,63031,63031,+38.8134680,-090.3539283
5912,63033,63033,+38.7997228,-090.2746796
5913,63034,63034,+38.8483037,-090.2884233
5914,63036,63036,+37.9764278,-090.3717642
5915,63037,63037,+38.4313887,-091.3018652
5916,63038,63038,+38.5770475,-090.6677584
5917,63039,63039,+38.4944959,-090.8392946
5918,63040,63040,+38.5729504,-090.6350308
5919,63041,63041,+38.2601323,-090.7875289
5920,63042,63042,+38.7841297,-090.3837308
5921,63043,63043,+38.7297390,-090.4613829
5922,63044,63044,+38.7727912,-090.4300459
5923,63045,63045,+38.7692049,-090.4634661
5924,63047,63047,+38.1955005,-090.4874171
5925,63048,63048,+38.2575583,-090.3931298
5926,63049,63049,+38.4812766,-090.5308346
5927,63050,63050,+38.2547676,-090.5779916
5928,63051,63051,+38.3777676,-090.5766359
5929,63052,63052,+38.3889031,-090.4368856
5930,63053,63053,+38.3665883,-090.3639266
5931,63055,63055,+38.5270906,-090.8244126
5932,63056,63056,+38.4000273,-091.2148487
5933,63057,63057,+38.3433002,-090.4055718
5934,63060,63060,+38.2577941,-090.8749692
5935,63061,63061,+38.2728921,-090.8122211
5936,63068,63068,+38.5658844,-091.2440619
5937,63069,63069,+38.4908347,-090.7320191
5938,63070,63070,+38.2884294,-090.4291134
5939,63071,63071,+38.1476277,-090.8318072
5940,63072,63072,+38.3692697,-090.8125327
5941,63073,63073,+38.5897520,-090.7792929
5942,63074,63074,+38.7264988,-090.3887032
5943,63077,63077,+38.3290751,-090.9844749
5944,63079,63079,+38.2605820,-091.0997990
5945,63080,63080,+38.1946737,-091.0770008
5946,63084,63084,+38.4219000,-091.0192888
5947,63087,63087,+38.0132789,-090.4515391
5948,63088,63088,+38.5496205,-090.4998879
5949,63089,63089,+38.4582714,-090.8895536
5950,63090,63090,+38.5352386,-091.0488401
5951,63091,63091,+38.3716628,-091.3932230
5952,63101,63101,+38.6315582,-090.1926102
5953,63102,63102,+38.6351811,-090.1870009
5954,63103,63103,+38.6297115,-090.2168628
5955,63104,63104,+38.6111260,-090.2140855
5956,63105,63105,+38.6443085,-090.3282023
5957,63106,63106,+38.6443966,-090.2083156
5958,63107,63107,+38.6639210,-090.2121064
5959,63108,63108,+38.6448035,-090.2534168
5960,63109,63109,+38.5846007,-090.2944324
5961,63110,63110,+38.6257936,-090.2669978
5962,63111,63111,+38.5580844,-090.2500080
5963,63112,63112,+38.6589331,-090.2826704
5964,63113,63113,+38.6580038,-090.2475917
5965,63114,63114,+38.7022558,-090.3636738
5966,63115,63115,+38.6821883,-090.2399753
5967,63116,63116,+38.5808139,-090.2641084
5968,63117,63117,+38.6307648,-090.3308523
5969,63118,63118,+38.5924397,-090.2262408
5970,63119,63119,+38.5884497,-090.3513413
5971,63120,63120,+38.6905756,-090.2620887
5972,63121,63121,+38.7071932,-090.3013344
5973,63122,63122,+38.5811900,-090.4179815
5974,63123,63123,+38.5474323,-090.3281088
5975,63124,63124,+38.6381033,-090.3802677
5976,53001,53001,+43.6078772,-088.0552450
5977,53002,53002,+43.4639479,-088.3520669
5978,53003,53003,+43.2065690,-088.5096821
5979,53004,53004,+43.4978353,-087.8756460
5980,53005,53005,+43.0624012,-088.0988042
5981,53006,53006,+43.6200982,-088.5335552
5982,53007,53007,+43.1084485,-088.0722320
5983,53010,53010,+43.6125281,-088.2720171
5984,53011,53011,+43.6595836,-088.0913885
5985,53012,53012,+43.3147320,-088.0346394
5986,53013,53013,+43.5653176,-087.8469167
5987,53014,53014,+44.0260761,-088.1763118
5988,53015,53015,+43.9076894,-087.7859991
5989,45727,45727,+39.6500869,-081.4881866
5990,53016,53016,+43.3102398,-088.7101297
5991,53017,53017,+43.2010134,-088.2513664
5992,45729,45729,+39.4183732,-081.6043969
5993,53018,53018,+43.0481655,-088.3905154
5994,45732,45732,+39.5157330,-082.0683573
5995,53019,53019,+43.6977107,-088.3210588
5996,53020,53020,+43.8617769,-088.0114148
5997,45734,45734,+39.6414440,-081.1912806
5998,53021,53021,+43.4946466,-088.0093174
5999,45735,45735,+39.2617860,-081.9281984
6000,53022,53022,+43.2322273,-088.1158549
6001,45740,45740,+39.4780907,-082.0766557
6002,53023,53023,+43.7804380,-088.1066705
6003,45741,45741,+39.0750622,-082.2470849
6004,53024,53024,+43.3335297,-087.9285632
6005,45742,45742,+39.2870765,-081.7303927
6006,53027,53027,+43.3179843,-088.3725223
6007,45743,45743,+39.0764400,-081.8476438
6008,53029,53029,+43.1466034,-088.3409984
6009,45744,45744,+39.5487668,-081.4939834
6010,53031,53031,+43.6391443,-087.9156276
6011,45745,45745,+39.6061687,-081.3296377
6012,53032,53032,+43.4493853,-088.6259038
6013,45746,45746,+39.6071065,-081.4588236
6014,53033,53033,+43.2349375,-088.2539965
6015,45750,45750,+39.4299493,-081.4221753
6016,53034,53034,+43.3301684,-088.6187843
6017,53035,53035,+43.3906406,-088.5469191
6018,45760,45760,+39.0168454,-082.1217015
6019,53036,53036,+43.1796613,-088.5750450
6020,45761,45761,+39.4257599,-082.0752549
6021,53037,53037,+43.3123627,-088.1631602
6022,45764,45764,+39.4424988,-082.2313938
6023,45766,45766,+39.3252493,-082.2576691
6024,53038,53038,+43.0843287,-088.7876522
6025,45767,45767,+39.5392750,-081.1281730
6026,53039,53039,+43.3698456,-088.7133467
6027,45768,45768,+39.4226449,-081.2950907
6028,53040,53040,+43.5269649,-088.1910274
6029,45769,45769,+39.1092842,-082.0510401
6030,53042,53042,+43.9568732,-087.9723293
6031,45770,45770,+38.9826077,-081.7982724
6032,53044,53044,+43.7425141,-087.7821949
6033,45771,45771,+38.9816902,-081.8945819
6034,53045,53045,+43.0589385,-088.1527789
6035,45772,45772,+39.1487056,-081.8191695
6036,53046,53046,+43.1572466,-088.1578951
6037,45773,45773,+39.4585156,-081.2673043
6038,53047,53047,+43.2571235,-088.6301201
6039,53048,53048,+43.5737898,-088.4571563
6040,45775,45775,+39.0828818,-082.1542327
6041,45776,45776,+39.1814105,-082.0240660
6042,53049,53049,+43.8861156,-088.2886052
6043,45778,45778,+39.3535310,-081.8930649
6044,53050,53050,+43.5105493,-088.5473537
6045,45779,45779,+38.9977611,-081.9657646
6046,53051,53051,+43.1593631,-088.1215268
6047,45780,45780,+39.3664384,-082.1308806
6048,53057,53057,+43.7889867,-088.2448932
6049,45782,45782,+39.4876273,-082.0810205
6050,53058,53058,+43.1122420,-088.4115038
6051,45784,45784,+39.3884576,-081.6781420
6052,45786,45786,+39.5019176,-081.6563321
6053,53059,53059,+43.2885692,-088.5251330
6054,45787,45787,+39.4682475,-081.6320053
6055,53061,53061,+43.9454577,-088.1206218
6056,53063,53063,+43.9576509,-087.7905829
6057,45788,45788,+39.5149869,-081.3675681
6058,45789,45789,+39.5512760,-081.2550110
6059,53065,53065,+43.6797767,-088.5716287
6060,45801,45801,+40.7728733,-084.0340969
6061,53066,53066,+43.1128530,-088.4900356
6062,45804,45804,+40.7096224,-084.0611552
6063,53069,53069,+43.1108898,-088.4350050
6064,45805,45805,+40.7280420,-084.1654595
6065,53070,53070,+43.6204303,-087.8071178
6066,45806,45806,+40.6724351,-084.1261664
6067,53072,53072,+43.0816093,-088.2708165
6068,45807,45807,+40.8059962,-084.1716528
6069,45808,45808,+40.8305911,-083.9689186
6070,53073,53073,+43.7508543,-087.9881846
6071,45809,45809,+40.8454939,-084.1871630
6072,53074,53074,+43.4198499,-087.8845151
6073,45810,45810,+40.7844032,-083.8132696
6074,45812,45812,+40.6818824,-083.8231512
6075,53075,53075,+43.5645151,-087.9909689
6076,45813,45813,+41.1922926,-084.7331730
6077,50123,50123,+40.8338255,-093.5138146
6078,50124,50124,+41.8856724,-093.6040729
6079,50125,50125,+41.3351850,-093.5846336
6080,50126,50126,+42.4943794,-093.2553997
6081,50127,50127,+41.7771398,-093.2058088
6082,50128,50128,+41.8555893,-094.3002356
6083,50129,50129,+42.0147710,-094.3767426
6084,50130,50130,+42.3033866,-093.6692639
6085,50131,50131,+41.6921198,-093.7151564
6086,50132,50132,+42.3916734,-093.6915298
6087,50133,50133,+40.7133219,-094.0689934
6088,50134,50134,+41.9394838,-093.6719978
6089,50135,50135,+41.7505820,-092.8871737
6090,50136,50136,+41.4695015,-092.2927644
6091,50138,50138,+41.3005894,-093.1051851
6092,50139,50139,+41.1984633,-093.3698776
6093,50140,50140,+40.6455201,-093.9862735
6094,50141,50141,+41.8675587,-092.9497109
6095,50142,50142,+42.0066157,-092.7755961
6096,50143,50143,+41.3418358,-092.8046564
6097,50144,50144,+40.7390498,-093.7408004
6098,50146,50146,+41.6841166,-094.2430435
6099,50147,50147,+40.6292631,-093.5537272
6100,50148,50148,+42.1813054,-092.9928250
6101,50149,50149,+41.1504659,-094.0709973
6102,50150,50150,+41.1255077,-092.9751922
6103,50151,50151,+41.0819072,-093.5177902
6104,50153,50153,+41.5738959,-092.8070214
6105,50154,50154,+42.1722607,-093.3927802
6106,50155,50155,+41.2110183,-094.1993534
6107,50156,50156,+41.8983104,-093.8012355
6108,50157,50157,+41.7397666,-092.5630112
6109,50158,50158,+42.0498064,-092.9007394
6110,50160,50160,+41.3737893,-093.7384893
6111,50161,50161,+41.8481499,-093.4040299
6112,50162,50162,+41.9282971,-093.0721735
6113,50163,50163,+41.2223875,-093.2410353
6114,50164,50164,+41.4995176,-094.4202128
6115,50165,50165,+40.8436612,-093.2836952
6116,50166,50166,+41.2827121,-093.4307487
6117,50167,50167,+41.7428827,-094.0410481
6118,50168,50168,+41.7883607,-093.2785464
6119,50169,50169,+41.6552656,-093.3523197
6120,50170,50170,+41.5300269,-093.1247617
6121,50171,50171,+41.5858516,-092.5254129
6122,50173,50173,+41.9646593,-092.7134845
6123,50174,50174,+41.0337071,-093.9823039
6124,50201,50201,+42.0417225,-093.4349050
6125,50206,50206,+42.2456748,-093.2023181
6126,50207,50207,+41.4319664,-092.6375397
6127,50208,50208,+41.7117214,-093.0339577
6128,50210,50210,+41.1950433,-093.6982874
6129,50211,50211,+41.4553105,-093.7052692
6130,50212,50212,+42.0365624,-094.0661623
6131,50213,50213,+41.0316852,-093.7661365
6132,50214,50214,+41.4699307,-093.0561098
6133,50216,50216,+41.6970971,-094.3548207
6134,50217,50217,+42.1837633,-094.2518108
6135,50218,50218,+41.3483538,-093.8804051
6136,50219,50219,+41.4209054,-092.8965372
6137,50220,50220,+41.8369073,-094.1232019
6138,50222,50222,+41.2158449,-093.9596076
6139,50223,50223,+42.1737154,-094.0378299
6140,50225,50225,+41.3844006,-093.2688590
6141,50226,50226,+41.7962430,-093.7019735
6142,50227,50227,+42.5974407,-093.4278512
6143,50228,50228,+41.5769685,-093.2419601
6144,50229,50229,+41.3790810,-093.7750726
6145,50230,50230,+42.3032518,-093.4534145
6146,50231,50231,+42.2371231,-093.6026321
6147,50232,50232,+41.5567254,-092.9697197
6148,50233,50233,+41.6128829,-094.2113701
6149,50234,50234,+41.8930962,-093.1819818
6150,50235,50235,+41.9317774,-094.2249809
6151,50236,50236,+42.1681099,-093.4864868
6152,50237,50237,+41.5339059,-093.3685358
6153,50238,50238,+40.9642909,-093.1671509
6154,50239,50239,+42.1428433,-093.2029582
6155,50240,50240,+41.2970898,-093.7927875
6156,50242,50242,+41.5610393,-092.6937555
6157,50243,50243,+41.8724293,-093.6964418
6158,50244,50244,+41.8575275,-093.6526192
6159,50246,50246,+42.2745814,-093.7861050
6160,50247,50247,+42.0174362,-093.1646035
6161,50248,50248,+42.1912256,-093.6146728
6162,50249,50249,+42.2753274,-093.9030824
6163,50250,50250,+41.4806259,-094.3464098
6164,50251,50251,+41.5669397,-092.8693629
6165,50252,50252,+41.4662821,-093.3034474
6166,50254,50254,+40.9875201,-094.0742401
6167,50255,50255,+41.4558954,-092.3322726
6168,50256,50256,+41.2597061,-092.9052722
6169,50257,50257,+41.1895071,-093.8472301
6170,50258,50258,+42.2241360,-093.0731313
6171,50261,50261,+41.4750633,-093.9158719
6172,50262,50262,+40.8606316,-093.8085607
6173,50263,50263,+41.5915805,-093.8736392
6174,50264,50264,+40.9056540,-093.6975360
6175,50265,50265,+41.5529682,-093.7450115
6176,50266,50266,+41.5703415,-093.7994179
6177,50268,50268,+41.4044064,-092.3627868
6178,47975,47975,+40.4491317,-087.2532583
6179,47977,47977,+40.7559092,-087.1645673
6180,47978,47978,+40.9861730,-087.1129790
6181,47980,47980,+40.7516335,-086.8973716
6182,47981,47981,+40.2450249,-086.9304132
6183,47982,47982,+40.1973481,-087.5270687
6184,47983,47983,+40.2791310,-086.7672877
6185,47987,47987,+40.1257475,-087.2329886
6186,47989,47989,+39.8903447,-087.0490403
6187,47990,47990,+40.0618408,-087.0542812
6188,47991,47991,+40.2844443,-087.4630748
6189,47992,47992,+40.3193725,-087.0489990
6190,47993,47993,+40.3082786,-087.4094230
6191,47994,47994,+40.1692489,-087.0621270
6192,47995,47995,+40.7611895,-087.0301085
6193,47997,47997,+40.6676957,-086.7235964
6194,48001,48001,+42.6393277,-082.5817370
6195,48002,48002,+42.9363828,-082.9171199
6196,48003,48003,+42.9299927,-083.0396323
6197,48005,48005,+42.8507421,-082.9238283
6198,48006,48006,+43.0830185,-082.6910348
6199,48009,48009,+42.5440484,-083.2176527
6200,48014,48014,+43.0257189,-082.9315530
6201,48015,48015,+42.4804970,-083.0271494
6202,48017,48017,+42.5366953,-083.1503605
6203,48021,48021,+42.4660796,-082.9463410
6204,48022,48022,+43.0233961,-082.8024042
6205,48023,48023,+42.7010200,-082.6576993
6206,48025,48025,+42.5203566,-083.2648239
6207,48026,48026,+42.5376330,-082.9467415
6208,48027,48027,+42.9442888,-082.6940405
6209,48028,48028,+42.5802086,-082.6166201
6210,48030,48030,+42.4619241,-083.0976891
6211,48032,48032,+43.1332030,-082.5969516
6212,48033,48033,+42.4593218,-083.2932048
6213,48034,48034,+42.4969488,-083.2910783
6214,48035,48035,+42.5565996,-082.9075891
6215,48036,48036,+42.5970454,-082.9131436
6216,48038,48038,+42.6061625,-082.9375883
6217,48039,48039,+42.6929065,-082.5464784
6218,48040,48040,+42.9103128,-082.4806028
6219,48041,48041,+42.9378254,-082.8062877
6220,48042,48042,+42.6836582,-082.9079746
6221,48043,48043,+42.5980555,-082.8815059
6222,48044,48044,+42.6502264,-082.9289054
6223,48045,48045,+42.5864089,-082.8181134
6224,48047,48047,+42.6742396,-082.7738418
6225,48048,48048,+42.7457468,-082.7958699
6226,48049,48049,+43.0415772,-082.5702066
6227,48050,48050,+42.7875369,-082.7994673
6228,48051,48051,+42.6936406,-082.8210012
6229,48054,48054,+42.7703584,-082.5289757
6230,48059,48059,+43.0876203,-082.4947726
6231,48060,48060,+42.9803882,-082.4610144
6232,48062,48062,+42.8524952,-082.7964708
6233,48063,48063,+42.8593322,-082.6831107
6234,48064,48064,+42.7646165,-082.6667773
6235,48065,48065,+42.8451953,-083.0392897
6236,48066,48066,+42.5075864,-082.9365822
6237,48067,48067,+42.4905582,-083.1375244
6238,48069,48069,+42.4713246,-083.1443317
6239,48070,48070,+42.4818989,-083.1680876
6240,48071,48071,+42.5072662,-083.1033699
6241,48072,48072,+42.4979022,-083.1858587
6242,48073,48073,+42.5192053,-083.1643617
6243,48074,48074,+42.9502230,-082.5615545
6244,48075,48075,+42.4620645,-083.2303980
6245,48076,48076,+42.4975170,-083.2308736
6246,48079,48079,+42.8588493,-082.5484043
6247,48080,48080,+42.4644239,-082.8961751
6248,48081,48081,+42.4946690,-082.8950389
6249,48082,48082,+42.5280221,-082.8871955
6250,48083,48083,+42.5570211,-083.1168587
6251,48084,48084,+42.5606333,-083.1757059
6252,48085,48085,+42.6040325,-083.1221110
6253,48088,48088,+42.5156450,-082.9829908
6254,48089,48089,+42.4680963,-082.9938568
6255,48091,48091,+42.4681680,-083.0579860
6256,48092,48092,+42.5135933,-083.0589380
6257,48093,48093,+42.5158896,-083.0164831
6258,48094,48094,+42.7368020,-083.0374907
6259,48095,48095,+42.7787358,-083.0480700
6260,48096,48096,+42.7621506,-082.9204704
6261,48097,48097,+43.1219472,-082.8274167
6262,48098,48098,+42.5984325,-083.1784500
6263,48101,48101,+42.2594735,-083.2103905
6264,48103,48103,+42.2613560,-083.8464378
6265,48104,48104,+42.2638862,-083.7155641
6266,48105,48105,+42.3277042,-083.6958171
6267,48108,48108,+42.2216941,-083.7322649
6268,48109,48109,+42.2891865,-083.7087803
6269,48111,48111,+42.1773124,-083.4884438
6270,48114,48114,+42.5704519,-083.7476302
6271,48116,48116,+42.5057438,-083.7828917
6272,48117,48117,+42.0502593,-083.4101875
6273,48118,48118,+42.3122438,-084.0340196
6274,48120,48120,+42.3063266,-083.1762109
6275,48122,48122,+42.2785368,-083.1825893
6276,48124,48124,+42.2980362,-083.2476095
6277,48125,48125,+42.2773338,-083.2648321
6278,48126,48126,+42.3257905,-083.1832135
6279,38824,38824,+34.5207842,-088.6430249
6280,38826,38826,+34.3012658,-088.8415009
6281,38827,38827,+34.5169100,-088.1774517
6282,38828,38828,+34.4298578,-088.8691895
6283,38829,38829,+34.6503711,-088.5274231
6284,38833,38833,+34.9181604,-088.3190449
6285,38834,38834,+34.9171108,-088.5717772
6286,38838,38838,+34.5491341,-088.2540655
6287,38841,38841,+34.3525859,-089.0152667
6288,38843,38843,+34.2620489,-088.3763084
6289,38844,38844,+33.8386141,-088.2552618
6290,38846,38846,+34.8513594,-088.3829314
6291,38847,38847,+34.4125399,-088.2329599
6292,38848,38848,+33.9376447,-088.2710664
6293,38849,38849,+34.4609655,-088.6960599
6294,38850,38850,+34.0588912,-089.0579369
6295,38851,38851,+33.9104999,-088.9681943
6296,38855,38855,+34.3233064,-088.4853749
6297,38856,38856,+34.4671150,-088.4551486
6298,38857,38857,+34.2810984,-088.5779019
6299,38858,38858,+34.1001019,-088.5485998
6300,38859,38859,+34.5153637,-088.3752113
6301,38860,38860,+33.9717489,-088.7614086
6302,38862,38862,+34.1681391,-088.6232391
6303,38863,38863,+34.2179145,-089.0190532
6304,38864,38864,+34.1572795,-089.2076658
6305,38865,38865,+34.7880315,-088.5954055
6306,38866,38866,+34.3672871,-088.6800449
6307,38868,38868,+34.1235494,-088.7626441
6308,38869,38869,+34.3574561,-088.8351325
6309,38870,38870,+34.0674335,-088.3362824
6310,38871,38871,+34.3817125,-089.2472553
6311,38873,38873,+34.6596981,-088.2429025
6312,38876,38876,+34.2135902,-088.2302920
6313,38878,38878,+33.9045065,-089.1874590
6314,38879,38879,+34.1861220,-088.7171881
6315,38901,38901,+33.7625279,-089.8029150
6316,38913,38913,+34.1388806,-089.3848717
6317,38914,38914,+33.8462135,-089.4165920
6318,38915,38915,+34.0376402,-089.3888555
6319,38916,38916,+33.8165337,-089.3527398
6320,38917,38917,+33.5569110,-090.0065303
6321,38920,38920,+33.9100609,-089.9953378
6322,38921,38921,+33.9821542,-090.1441814
6323,38922,38922,+33.9325858,-089.6456040
6324,38923,38923,+33.3885674,-089.9885887
6325,38924,38924,+33.2914898,-090.2246106
6326,38925,38925,+33.6260301,-089.6342795
6327,38927,38927,+34.1379966,-090.0324331
6328,38928,38928,+33.8696440,-090.2917493
6329,38929,38929,+33.7394599,-089.5313130
6330,38930,38930,+33.5380340,-090.1544087
6331,38940,38940,+33.7575036,-090.0294347
6332,38941,38941,+33.4845734,-090.3582310
6333,38943,38943,+33.5399015,-089.8455690
6334,38944,38944,+33.7621333,-090.3458183
6335,38945,38945,+33.6009478,-090.1680287
6336,38946,38946,+33.3640045,-090.3785492
6337,38947,38947,+33.5300182,-089.9071437
6338,38948,38948,+34.0677184,-089.8821545
6339,38949,38949,+34.1915727,-089.4254191
6340,38950,38950,+33.7331646,-090.2013687
6341,38951,38951,+33.9737829,-089.2904897
6342,38952,38952,+33.6283380,-090.3469743
6343,38953,38953,+33.9306719,-089.9334054
6344,38954,38954,+33.4161666,-090.2125510
6345,38957,38957,+33.9917762,-090.3503224
6346,38958,38958,+33.3036726,-090.4281494
6347,38961,38961,+33.9545266,-089.9149738
6348,38962,38962,+33.8717211,-090.1851448
6349,38963,38963,+34.0261222,-090.3890411
6350,38964,38964,+34.0990599,-090.3984911
6351,38965,38965,+34.1355444,-089.6017505
6352,38966,38966,+33.9470384,-090.3191591
6353,38967,38967,+33.4573988,-089.7324528
6354,39038,39038,+33.1860599,-090.4845775
6355,39039,39039,+32.8165505,-090.2174955
6356,39040,39040,+32.6417379,-090.4231815
6357,39041,39041,+32.4048569,-090.4688001
6358,39042,39042,+32.1981480,-089.8955971
6359,39044,39044,+32.0293034,-089.9746678
6360,39045,39045,+32.8195350,-089.7845520
6361,39046,39046,+32.6321630,-089.9839334
6362,39047,39047,+32.4211139,-089.9454998
6363,39051,39051,+32.7735540,-089.4937247
6364,39054,39054,+32.7743441,-090.9392771
6365,39056,39056,+32.3775377,-090.3517581
6366,39057,39057,+32.4908544,-089.2844275
6367,39059,39059,+31.9820819,-090.3559286
6368,39061,39061,+33.0857959,-090.8177998
6369,39062,39062,+31.9850973,-089.8983104
6370,39063,39063,+33.1166739,-089.8974892
6371,39066,39066,+32.2982562,-090.6058508
6372,39067,39067,+33.1100827,-089.4437816
6373,39069,39069,+31.6861604,-091.0432491
6374,39071,39071,+32.5541136,-090.3183819
6375,39073,39073,+32.1024314,-090.1358167
6376,39074,39074,+32.3937040,-089.4780066
6377,39078,39078,+31.8780482,-090.1882041
6378,39079,39079,+32.9353270,-089.8985496
6379,39082,39082,+31.9418437,-090.1200750
6380,60629,60629,+41.7758678,-087.7114956
6381,60630,60630,+41.9720714,-087.7565695
6382,60631,60631,+41.9948546,-087.8130034
6383,60632,60632,+41.8101664,-087.7132518
6384,60633,60633,+41.6638088,-087.5614698
6385,60634,60634,+41.9461885,-087.8061174
6386,60636,60636,+41.7757392,-087.6690640
6387,60637,60637,+41.7816213,-087.5998763
6388,60638,60638,+41.7814424,-087.7705341
6389,60639,60639,+41.9205531,-087.7560557
6390,60640,60640,+41.9728721,-087.6626039
6391,60641,60641,+41.9466055,-087.7467867
6392,60642,60642,+41.9020418,-087.6585438
6393,60643,60643,+41.7002727,-087.6632674
6394,60644,60644,+41.8800843,-087.7563733
6395,60645,60645,+42.0085584,-087.6947354
6396,60646,60646,+41.9930192,-087.7596273
6397,60647,60647,+41.9212150,-087.7010284
6398,60649,60649,+41.7634204,-087.5658787
6399,60651,60651,+41.9020954,-087.7408505
6400,60652,60652,+41.7479398,-087.7148066
6401,60653,60653,+41.8199617,-087.6059842
6402,60654,60654,+41.8922891,-087.6372711
6403,60655,60655,+41.6947815,-087.7037791
6404,60656,60656,+41.9742801,-087.8271313
6405,60657,60657,+41.9402931,-087.6468569
6406,60659,60659,+41.9914885,-087.7039859
6407,60660,60660,+41.9911098,-087.6630763
6408,60661,60661,+41.8830256,-087.6440977
6409,60706,60706,+41.9642573,-087.8162416
6410,60707,60707,+41.9218538,-087.8072816
6411,60712,60712,+42.0054319,-087.7332386
6412,60714,60714,+42.0280552,-087.8109600
6413,60803,60803,+41.6735520,-087.7359583
6414,60804,60804,+41.8380357,-087.7598698
6415,60805,60805,+41.7220053,-087.7024421
6416,60827,60827,+41.6494340,-087.6335719
6417,60901,60901,+41.1095052,-087.8979165
6418,60910,60910,+41.0805457,-087.8095300
6419,60911,60911,+40.8802426,-087.9765839
6420,60912,60912,+40.9736195,-087.6034756
6421,60913,60913,+41.1469849,-088.0617785
6422,60914,60914,+41.1873677,-087.8618019
6423,60915,60915,+41.1463035,-087.8610459
6424,60917,60917,+41.0474932,-088.1863150
6425,60918,60918,+40.5949705,-088.0256704
6426,60919,60919,+40.9878754,-088.2375183
6427,60920,60920,+41.0292573,-088.3049699
6428,60921,60921,+40.7314556,-088.2970176
6429,60922,60922,+41.0032264,-087.9171875
6430,60924,60924,+40.5510091,-087.8865237
6431,60926,60926,+40.5663505,-087.8236568
6432,60927,60927,+40.9384894,-087.9727764
6433,60928,60928,+40.7416605,-087.8490111
6434,60929,60929,+40.8749741,-088.2891633
6435,60930,60930,+40.8299130,-088.0025736
6436,60931,60931,+40.8893274,-087.5881413
6437,60932,60932,+40.4633120,-087.8055606
6438,60933,60933,+40.4647284,-088.2719116
6439,60934,60934,+40.9580609,-088.3530469
6440,60935,60935,+41.1704472,-088.1758607
6441,60936,60936,+40.4678493,-088.3519975
6442,60938,60938,+40.7730281,-087.9882605
6443,60940,60940,+41.2497766,-087.6428578
6444,60941,60941,+41.0419877,-088.0820839
6445,60942,60942,+40.4653802,-087.6613769
6446,60945,60945,+40.8281888,-087.5842131
6447,60946,60946,+40.9165055,-088.2028973
6448,60948,60948,+40.5250386,-088.0810612
6449,60949,60949,+40.3783375,-088.1051513
6450,60950,60950,+41.2527841,-087.8845925
6451,60951,60951,+40.9146022,-087.7551273
6452,60952,60952,+40.5627947,-088.2503657
6453,60953,60953,+40.6295765,-087.6886406
6454,60954,60954,+41.1477084,-087.6225161
6455,60955,60955,+40.6995060,-087.9692611
6456,60957,60957,+40.4431827,-088.1358904
6457,60958,60958,+41.0648327,-087.5913592
6458,60959,60959,+40.7896950,-088.1819964
6459,60960,60960,+40.4389575,-087.8907232
6460,60961,60961,+41.1095667,-088.2215039
6461,60962,60962,+40.6261212,-088.1871364
