,ZCTA5CE10,GEOID10,INTPTLAT10,INTPTLON10
30194,79015,79015,+34.9374723,-101.9160362
30195,79016,79016,+34.9833470,-101.9187403
30196,79018,79018,+35.7482541,-102.2133905
30197,79019,79019,+35.0071004,-101.3940349
30198,79021,79021,+33.9848444,-102.0277472
30199,79022,79022,+36.0985868,-102.6035181
30200,79024,79024,+36.4397733,-100.3690840
30201,79025,79025,+34.9409883,-102.2058853
30202,79027,79027,+34.4080485,-102.4195425
30203,79029,79029,+35.9019664,-102.0258968
30204,79031,79031,+34.2702561,-102.4495833
30205,79032,79032,+34.2828849,-101.9414178
30206,79033,79033,+36.3300396,-100.9839973
30207,79034,79034,+36.3597713,-100.1572162
30208,79035,79035,+34.6904724,-102.7848771
30209,79036,79036,+35.6128284,-101.5473772
30210,79039,79039,+35.2598366,-101.0963113
30211,79040,79040,+36.3240859,-101.5596645
30212,79041,79041,+34.0432546,-101.9319658
30213,79042,79042,+34.7413337,-101.9067954
30214,79043,79043,+34.3706607,-102.1313147
30215,79044,79044,+35.8634467,-102.3677218
30216,79045,79045,+34.9148060,-102.5545280
30217,79046,79046,+36.1635357,-100.1217531
30218,79051,79051,+36.4830859,-102.2593555
30219,79052,79052,+34.3618188,-101.7428975
30220,79053,79053,+34.4080173,-102.5794016
30221,79054,79054,+35.3748187,-100.8215165
30222,79056,79056,+36.2238123,-100.2115755
30223,79057,79057,+35.2460002,-100.6421782
30224,79058,79058,+35.5794998,-101.8551355
30225,79059,79059,+35.8307627,-100.7659049
30226,79061,79061,+35.5249148,-100.4424916
30227,79062,79062,+36.0306235,-101.5294030
30228,79063,79063,+34.5310861,-102.0962703
30229,79064,79064,+34.1954793,-102.1191530
30230,79065,79065,+35.5412342,-100.9065721
30231,79068,79068,+35.3466623,-101.4442625
30232,79070,79070,+36.2706585,-100.7950068
30233,79072,79072,+34.1697569,-101.7338504
30234,79078,79078,+35.7203279,-101.5804206
30235,79079,79079,+35.2089803,-100.2429180
30236,79080,79080,+35.7486498,-101.2137020
30237,79081,79081,+36.2416196,-101.2184085
30238,79082,79082,+34.2242564,-102.2877454
30239,79083,79083,+35.8861723,-101.5150933
30240,79084,79084,+36.2768811,-101.9967247
30241,79085,79085,+34.7407170,-102.5144261
30242,79086,79086,+36.0417803,-101.7683892
30243,79087,79087,+36.2873788,-102.9117886
30244,79088,79088,+34.5808962,-101.6972179
30245,79091,79091,+34.8977964,-102.1262273
30246,79092,79092,+35.3129686,-102.4463915
30247,79093,79093,+36.2899122,-101.0339468
30248,79094,79094,+34.8400774,-101.5096995
30249,79095,79095,+34.9040395,-100.2082598
30250,79096,79096,+35.4373912,-100.1967065
30251,79097,79097,+35.4358861,-101.1783602
30252,79098,79098,+35.1533500,-102.2166565
30253,79101,79101,+35.2060297,-101.8396021
30254,97730,97730,+44.5022974,-121.6471764
30255,97731,97731,+43.1459970,-121.7974799
30256,97732,97732,+43.3972901,-118.4431062
30257,97733,97733,+43.3712493,-121.9995220
30258,97734,97734,+44.5424378,-121.3361455
30259,97735,97735,+43.4106905,-120.9261739
30260,97736,97736,+42.7418848,-119.0068027
30261,97737,97737,+43.4968796,-121.7436733
30262,97738,97738,+43.4776706,-119.1574289
30263,97739,97739,+43.6946585,-121.4609061
30264,97741,97741,+44.6564485,-121.0544836
30265,97750,97750,+44.6581414,-120.1966977
30266,97751,97751,+44.1454996,-119.8691339
30267,97752,97752,+44.1429175,-120.2543986
30268,97753,97753,+44.2405115,-121.0181286
30269,97754,97754,+44.1505103,-120.5700797
30270,97756,97756,+44.2833264,-121.2167238
30271,97758,97758,+43.3390206,-119.8723382
30272,97759,97759,+44.4987752,-121.9001196
30273,97760,97760,+44.3844695,-121.2302826
30274,97761,97761,+44.8385258,-121.2615090
30275,97801,97801,+45.6710542,-118.8239438
30276,97810,97810,+45.7139836,-118.4579936
30277,97812,97812,+45.5751103,-120.2494066
30278,97813,97813,+45.8504302,-118.5280948
30279,97814,97814,+44.8324958,-117.7590353
30280,97817,97817,+44.7434144,-118.6124615
30281,97818,97818,+45.7853667,-119.8901714
30282,97819,97819,+44.4853470,-117.7603919
30283,97820,97820,+44.0724844,-119.4729102
30284,97823,97823,+45.2399344,-120.2167659
30285,97824,97824,+45.3542515,-117.7563830
30286,97825,97825,+44.3851275,-119.4962507
30287,97826,97826,+45.6642963,-119.2323162
30288,97827,97827,+45.5754239,-117.8380496
30289,97828,97828,+45.7167643,-117.2218836
30290,97830,97830,+44.9665525,-120.1831532
30291,97833,97833,+44.9288886,-118.0148791
30292,97834,97834,+44.9723460,-117.1612358
30293,97835,97835,+45.9100072,-118.7865448
30294,97836,97836,+45.3205934,-119.4864916
30295,97837,97837,+44.5565401,-118.0672645
30296,97838,97838,+45.8529780,-119.2872279
30297,97839,97839,+45.5911700,-119.5930419
30298,97840,97840,+44.8847111,-116.9184395
30299,97841,97841,+45.4651158,-117.9449249
30300,97842,97842,+45.3977990,-116.7360750
30301,97843,97843,+45.5023217,-119.9028655
30302,97844,97844,+45.8841501,-119.5488363
30303,97845,97845,+44.4018235,-118.9030596
30304,97846,97846,+45.4626987,-117.0395862
30305,97848,97848,+44.7221695,-119.5802942
30306,97850,97850,+45.3035379,-118.1132779
30307,97856,97856,+44.8152119,-119.1252545
30308,97857,97857,+45.3844444,-117.4802805
30309,97859,97859,+45.5315453,-118.4032040
30310,97862,97862,+45.9220632,-118.3160627
30311,97864,97864,+44.8054660,-119.4359320
30312,97865,97865,+44.4614657,-119.1800399
30313,97867,97867,+45.0769737,-117.9879022
30314,97868,97868,+45.4099010,-118.8548007
30315,97869,97869,+44.3975633,-118.6339795
30316,97870,97870,+44.7879893,-117.1865631
30317,97873,97873,+44.1320088,-119.0028782
30318,97874,97874,+44.7775721,-119.8675994
30319,97875,97875,+45.8185492,-119.1328535
30320,97876,97876,+45.5164389,-118.0356779
30321,97877,97877,+44.7135679,-118.4129267
30322,97880,97880,+45.0824379,-118.8922546
30323,97882,97882,+45.8974818,-119.3664908
30324,97883,97883,+45.1924430,-117.6341637
30325,97884,97884,+44.4551411,-118.2249669
30326,97885,97885,+45.6556691,-117.5117035
30327,97886,97886,+45.7929048,-118.2574576
30328,97901,97901,+43.6214451,-117.1072752
30329,97903,97903,+44.2466225,-117.6485594
30330,97904,97904,+43.8862867,-118.5223016
30331,97905,97905,+44.5738200,-117.4595124
30332,97906,97906,+43.5370386,-117.7746785
30333,97907,97907,+44.4195018,-117.3455164
30334,97908,97908,+44.3122473,-117.9282644
30335,97909,97909,+44.2466919,-117.4189575
30336,97911,97911,+43.7364817,-118.0413879
30337,97914,97914,+44.1136188,-117.0841615
30338,97918,97918,+44.0400361,-117.3543873
30339,97920,97920,+44.0721746,-117.8542714
30340,73002,73002,+34.9392353,-097.7283175
30341,73003,73003,+35.6689052,-097.4973803
30342,73004,73004,+35.1522974,-097.8441176
30343,73005,73005,+35.0513083,-098.2401410
30344,73006,73006,+34.9062189,-098.4002200
30345,73007,73007,+35.6866404,-097.3282679
30346,73008,73008,+35.5138875,-097.6479926
30347,73009,73009,+35.2864032,-098.3727625
30348,73010,73010,+35.1113649,-097.6792146
30349,73011,73011,+34.8478418,-097.7465767
30350,73012,73012,+35.6672343,-097.5936570
30351,73013,73013,+35.6187879,-097.4843748
30352,73014,73014,+35.5875332,-098.1451886
30353,73015,73015,+35.0836326,-098.5944348
30354,73016,73016,+35.8021363,-097.6876973
30355,93651,93651,+36.9993357,-119.5187943
30356,93652,93652,+36.5950119,-119.9045766
30357,93653,93653,+37.2483353,-119.9449350
30358,93654,93654,+36.6587089,-119.4012740
30359,93656,93656,+36.4502251,-119.9344780
30360,93657,93657,+36.8177911,-119.4576018
30361,93660,93660,+36.5854455,-120.1738970
30362,93662,93662,+36.5365732,-119.6386513
30363,93664,93664,+37.1293207,-119.2195395
30364,93665,93665,+36.9601084,-120.6480605
30365,93666,93666,+36.5470671,-119.3356406
30366,93667,93667,+36.9559396,-119.3352938
30367,93668,93668,+36.6502750,-120.2840846
30368,93669,93669,+37.2905635,-119.5484060
30369,93673,93673,+36.4526969,-119.4823432
30370,93675,93675,+36.7247235,-119.1927785
30371,93701,93701,+36.7496603,-119.7876836
30372,93702,93702,+36.7391933,-119.7539323
30373,93703,93703,+36.7688602,-119.7623925
30374,93704,93704,+36.7990537,-119.8016081
30375,93705,93705,+36.7866715,-119.8283346
30376,93706,93706,+36.6520414,-119.9065417
30377,93710,93710,+36.8223484,-119.7602406
30378,93711,93711,+36.8342890,-119.8333502
30379,93720,93720,+36.8622090,-119.7607933
30380,93721,93721,+36.7328918,-119.7837391
30381,93722,93722,+36.7993613,-119.8747940
30382,93723,93723,+36.7934766,-119.9568179
30383,93725,93725,+36.6272111,-119.7318880
30384,93726,93726,+36.7936605,-119.7614610
30385,93727,93727,+36.7515191,-119.6806024
30386,93728,93728,+36.7572929,-119.8184835
30387,93730,93730,+36.9003872,-119.7541430
30388,93901,93901,+36.6415195,-121.6221882
30389,93905,93905,+36.6823506,-121.6059044
30390,93906,93906,+36.7227132,-121.6336497
30391,93907,93907,+36.7693892,-121.6675323
30392,93908,93908,+36.6517453,-121.5994436
30393,93920,93920,+36.0929745,-121.5498260
30394,93921,93921,+36.5531746,-121.9239601
30395,93923,93923,+36.4486716,-121.8495017
30396,93924,93924,+36.4140798,-121.6377123
30397,93925,93925,+36.5880033,-121.3989085
30398,93926,93926,+36.5258802,-121.3967190
30399,93927,93927,+36.2487076,-121.3866168
30400,93928,93928,+36.0388681,-121.2440088
30401,93930,93930,+36.2050596,-121.0103631
30402,93932,93932,+35.9897924,-121.0559333
30403,93933,93933,+36.6868446,-121.7868870
30404,93940,93940,+36.5748497,-121.8407273
30405,93943,93943,+36.5970041,-121.8741357
30406,93950,93950,+36.6211810,-121.9251788
30407,93953,93953,+36.5852187,-121.9452821
30408,93954,93954,+36.1333615,-120.9285115
30409,93955,93955,+36.6144097,-121.7869011
30410,93960,93960,+36.3896179,-121.3431465
30411,93962,93962,+36.6247156,-121.6464870
30412,94002,94002,+37.5143518,-122.2988963
30413,94005,94005,+37.6888257,-122.4089346
30414,94010,94010,+37.5702803,-122.3657785
30415,94014,94014,+37.6908676,-122.4474374
30416,94015,94015,+37.6812671,-122.4805907
30417,94019,94019,+37.4694528,-122.4118412
30418,94020,94020,+37.2746123,-122.2324202
30419,94021,94021,+37.2708384,-122.2807385
30420,94022,94022,+37.3574722,-122.1444157
30421,94024,94024,+37.3522516,-122.0943371
30422,94025,94025,+37.4575236,-122.1765421
30423,94027,94027,+37.4535144,-122.2047558
30424,94028,94028,+37.3768546,-122.2097840
30425,94030,94030,+37.5989695,-122.4019908
30426,94037,94037,+37.5543581,-122.4966676
30427,94038,94038,+37.5269018,-122.5121638
30428,94040,94040,+37.3805664,-122.0852861
30429,94041,94041,+37.3885275,-122.0757336
30430,94043,94043,+37.4218653,-122.0708950
30431,94044,94044,+37.6065933,-122.4772275
30432,94060,94060,+37.2471373,-122.2710315
30433,94061,94061,+37.4611469,-122.2369482
30434,94062,94062,+37.4105633,-122.2971422
30435,94063,94063,+37.4932975,-122.1955250
30436,94065,94065,+37.5341055,-122.2473717
30437,94066,94066,+37.6251021,-122.4336296
30438,94070,94070,+37.4964610,-122.2725563
30439,94074,94074,+37.3317623,-122.3414443
30440,94080,94080,+37.6554896,-122.4220746
30441,94085,94085,+37.3885556,-122.0177396
30442,94086,94086,+37.3716472,-122.0231525
30443,94087,94087,+37.3515281,-122.0369618
30444,94089,94089,+37.4124017,-122.0156049
30445,94102,94102,+37.7795882,-122.4193184
30446,94103,94103,+37.7731340,-122.4111673
30447,94104,94104,+37.7914094,-122.4021298
30448,94105,94105,+37.7898640,-122.3936648
30449,94107,94107,+37.7604596,-122.3997237
30450,94108,94108,+37.7920074,-122.4085752
30451,94109,94109,+37.7953876,-122.4224529
30452,94110,94110,+37.7500215,-122.4152015
30453,94111,94111,+37.7993672,-122.3984074
30454,94112,94112,+37.7203748,-122.4429499
30455,94114,94114,+37.7580567,-122.4354097
30456,00647,00647,+17.9636135,-066.9471271
30457,00650,00650,+18.3494158,-066.5780786
30458,00652,00652,+18.4519345,-066.6031127
30459,00653,00653,+17.9854523,-066.8889327
30460,00656,00656,+18.0535389,-066.7929308
30461,00659,00659,+18.4072215,-066.8090083
30462,00660,00660,+18.1346445,-067.1161579
30463,00662,00662,+18.4674805,-067.0159741
30464,00664,00664,+18.2134188,-066.5896127
30465,00667,00667,+18.0034221,-067.0358097
30466,00669,00669,+18.2708993,-066.8663750
30467,00670,00670,+18.2368315,-066.9901141
30468,00674,00674,+18.4229082,-066.4893373
30469,00676,00676,+18.3777509,-067.0803439
30470,00677,00677,+18.3325604,-067.2270064
30471,00678,00678,+18.4340989,-066.9273841
30472,00680,00680,+18.1819375,-067.1338020
30473,00682,00682,+18.2214426,-067.1560623
30474,00683,00683,+18.1077999,-067.0372633
30475,00685,00685,+18.3329273,-066.9598753
30476,00687,00687,+18.3183860,-066.4180342
30477,00688,00688,+18.3822636,-066.6264382
30478,00690,00690,+18.4955100,-067.0986713
30479,00692,00692,+18.4101875,-066.3365557
30480,00693,00693,+18.4230235,-066.3972298
30481,00694,00694,+18.4823698,-066.3910788
30482,00698,00698,+18.0648484,-066.8563194
30483,00703,00703,+18.2484007,-066.1306624
30484,00704,00704,+17.9657700,-066.2195545
30485,00705,00705,+18.1289613,-066.2666829
30486,00707,00707,+18.0136482,-065.9207116
30487,00714,00714,+18.0001980,-066.0429433
30488,00715,00715,+18.0112326,-066.5600648
30489,00716,00716,+17.9905666,-066.6075419
30490,00717,00717,+18.0032217,-066.6140369
30491,00718,00718,+18.2319882,-065.7596231
30492,00719,00719,+18.2899272,-066.2534401
30493,00720,00720,+18.2179456,-066.4280762
30494,00723,00723,+18.0438218,-066.0155782
30495,00725,00725,+18.2188191,-066.0423752
30496,00727,00727,+18.2153077,-066.0735649
30497,00728,00728,+17.9898529,-066.6641162
30498,00729,00729,+18.3298291,-065.8851422
30499,00730,00730,+18.0308311,-066.6168380
30500,00731,00731,+18.1080386,-066.6346533
30501,00735,00735,+18.2526042,-065.6824939
30502,00736,00736,+18.1036240,-066.1516668
30503,00738,00738,+18.3044582,-065.6987107
30504,00739,00739,+18.1772655,-066.1605772
30505,00740,00740,+18.3311595,-065.6341199
30506,00741,00741,+18.1637455,-065.7540210
30507,00745,00745,+18.3528395,-065.8178130
30508,00751,00751,+18.0013169,-066.2521834
30509,00754,00754,+18.1471305,-065.9762887
30510,00757,00757,+17.9954412,-066.3913342
30511,00765,00765,+18.1300959,-065.4393694
30512,00766,00766,+18.1331964,-066.4769157
30513,00767,00767,+18.0694127,-065.8964896
30514,00769,00769,+18.1037997,-066.3575862
30515,00771,00771,+18.1872011,-065.8711961
30516,00772,00772,+18.4389690,-065.9051744
30517,00773,00773,+18.3437986,-065.7263783
30518,00775,00775,+18.3274853,-065.2959771
30519,00777,00777,+18.2241334,-065.9085417
30520,00778,00778,+18.2630231,-065.9790777
30521,00780,00780,+18.1028340,-066.5681048
30522,00782,00782,+18.2257085,-066.2216326
30523,00783,00783,+18.3039098,-066.3261795
30524,00784,00784,+18.0107211,-066.1336127
30525,00786,00786,+18.1554242,-066.2299072
30526,00791,00791,+18.1367522,-065.8214866
30527,00794,00794,+18.1990137,-066.3097816
30528,00795,00795,+18.0605320,-066.4994733
30529,00901,00901,+18.4654241,-066.1047235
30530,00906,00906,+18.4644597,-066.0949949
30531,00907,00907,+18.4526791,-066.0781130
30532,00909,00909,+18.4416104,-066.0671322
30533,00911,00911,+18.4511276,-066.0562229
30534,00912,00912,+18.4452894,-066.0601394
30535,00913,00913,+18.4499696,-066.0426642
30536,00915,00915,+18.4371790,-066.0455710
30537,00917,00917,+18.4206735,-066.0501049
30538,00918,00918,+18.4210219,-066.0657892
30539,00920,00920,+18.4142920,-066.0880420
30540,00921,00921,+18.3922725,-066.0885519
30541,00923,00923,+18.4093069,-066.0388879
30542,00924,00924,+18.3991958,-066.0124523
30543,00925,00925,+18.4002956,-066.0506021
30544,00926,00926,+18.3454003,-066.0515453
30545,00927,00927,+18.3879529,-066.0720977
30546,00934,00934,+18.4113129,-066.1242340
30547,00936,00936,+18.3954625,-066.0737725
30548,00949,00949,+18.4306955,-066.2128334
30549,00950,00950,+18.4636925,-066.2345589
30550,00951,00951,+18.4275297,-066.2537892
30551,00952,00952,+18.4274413,-066.1820317
30552,00953,00953,+18.3607271,-066.2515256
30553,00956,00956,+18.3195387,-066.1688913
30554,00957,00957,+18.3685326,-066.1876926
30555,00959,00959,+18.3889241,-066.1549986
30556,00960,00960,+18.4169186,-066.1457949
30557,77466,77466,+29.7926870,-096.0122154
30558,77467,77467,+29.2011731,-096.1015391
30559,77468,77468,+29.1326690,-095.9410901
30560,77469,77469,+29.4826778,-095.6801859
30561,77470,77470,+29.5371572,-096.5462078
30562,77471,77471,+29.5484043,-095.8617065
30563,77473,77473,+29.7951475,-096.1077135
30564,77474,77474,+29.7801092,-096.1811584
30565,77475,77475,+29.4886244,-096.6524673
30566,77476,77476,+29.6876059,-095.9522598
30567,77477,77477,+29.6243098,-095.5679684
30568,77478,77478,+29.6203120,-095.6056934
30569,77479,77479,+29.5669964,-095.6360160
30570,77480,77480,+29.0863188,-095.7666670
30571,77481,77481,+29.4734181,-095.5581476
30572,77482,77482,+29.0924219,-095.9035528
30573,77483,77483,+28.7884786,-095.8392503
30574,77484,77484,+30.0795935,-095.9322639
30575,77485,77485,+29.6327343,-096.0551050
30576,77486,77486,+29.1556162,-095.6834694
30577,77488,77488,+29.3072153,-096.0912906
30578,77489,77489,+29.6004342,-095.5155494
30579,77493,77493,+29.8532149,-095.8314559
30580,77494,77494,+29.7406301,-095.8295708
30581,77498,77498,+29.6435860,-095.6532700
30582,77502,77502,+29.6795177,-095.1997826
30583,77503,77503,+29.7034770,-095.1588945
30584,77504,77504,+29.6479156,-095.1897803
30585,77505,77505,+29.6456437,-095.1403150
30586,77506,77506,+29.7139188,-095.1997019
30587,77507,77507,+29.6245541,-095.0634883
30588,77510,77510,+29.3604257,-095.0874022
30589,77511,77511,+29.3808581,-095.2418569
30590,77514,77514,+29.7002964,-094.6032256
30591,77515,77515,+29.1749215,-095.4500877
30592,77517,77517,+29.3644685,-095.1310779
30593,77518,77518,+29.5071617,-094.9872473
30594,77519,77519,+30.2328937,-094.5871720
30595,77520,77520,+29.7332834,-094.9941228
30596,77521,77521,+29.8024381,-094.9702251
30597,77523,77523,+29.7895234,-094.8591253
30598,77530,77530,+29.7859071,-095.1172066
30599,77531,77531,+29.0468326,-095.3921830
30600,77532,77532,+29.9328716,-095.0571875
30601,77533,77533,+30.0871670,-094.5995751
30602,77534,77534,+29.2315284,-095.3143192
30603,77535,77535,+30.0544362,-094.9219938
30604,77536,77536,+29.6984614,-095.1212681
30605,77538,77538,+29.9839191,-094.5273636
30606,77539,77539,+29.4567658,-095.0310513
30607,77541,77541,+29.0212178,-095.2782506
30608,77545,77545,+29.5373009,-095.4746146
30609,77546,77546,+29.5150735,-095.1921328
30610,77547,77547,+29.7358759,-095.2381784
30611,77550,77550,+29.3105350,-094.7757680
30612,77551,77551,+29.2781876,-094.8332904
30613,77554,77554,+29.2531655,-094.9246520
30614,77560,77560,+29.8685463,-094.6030205
30615,77561,77561,+30.1665063,-094.7354460
30616,77562,77562,+29.8325394,-095.0508910
30617,77563,77563,+29.3035551,-095.0323272
30618,77564,77564,+30.1912698,-094.6709309
30619,77565,77565,+29.5359348,-095.0263928
30620,77566,77566,+29.0504639,-095.4758429
30621,77568,77568,+29.3631617,-094.9801066
30622,77571,77571,+29.6884312,-095.0573377
30623,77573,77573,+29.5037899,-095.0873067
30624,77575,77575,+30.0756582,-094.7334408
30625,77577,77577,+29.2845434,-095.2815104
30626,77578,77578,+29.4814606,-095.3614017
30627,77580,77580,+29.8716927,-094.8653242
30628,77581,77581,+29.5615544,-095.2797390
30629,77583,77583,+29.3814020,-095.4699678
30630,77584,77584,+29.5453249,-095.3500684
30631,77585,77585,+30.2952377,-094.5247532
30632,77586,77586,+29.5838160,-095.0361665
30633,77587,77587,+29.6610321,-095.2297838
30634,77590,77590,+29.3913970,-094.9201486
30635,77591,77591,+29.3992034,-094.9972543
30636,77597,77597,+29.8362073,-094.7020047
30637,77598,77598,+29.5386397,-095.1360996
30638,77611,77611,+30.0144368,-093.8282399
30639,77612,77612,+30.4019821,-093.9223729
30640,77613,77613,+30.0520489,-094.3607516
30641,77614,77614,+30.3011841,-093.7745655
30642,77615,77615,+30.3270017,-094.0519560
30643,77616,77616,+30.5668456,-094.1793204
30644,77617,77617,+29.5068659,-094.5201212
30645,77619,77619,+29.9475159,-093.9185714
30646,77622,77622,+29.8621428,-094.2884288
30647,77623,77623,+29.5603438,-094.4144268
30648,77624,77624,+30.6850130,-094.2918053
30649,77625,77625,+30.3772343,-094.3739369
30650,77627,77627,+29.9867910,-094.0094158
30651,77629,77629,+29.9798404,-094.4030732
30652,77630,77630,+30.0717432,-093.8649758
30653,77632,77632,+30.2014416,-093.8045416
30654,77640,77640,+29.8816132,-093.9408579
30655,77642,77642,+29.9580202,-093.8919206
30656,77650,77650,+29.4264963,-094.6856957
30657,77651,77651,+29.9859721,-093.9558321
30658,79102,79102,+35.1963403,-101.8662503
30659,79103,79103,+35.1773082,-101.7944753
30660,79104,79104,+35.2029667,-101.7887284
30661,79105,79105,+35.6912375,-101.8208308
30662,79106,79106,+35.2030658,-101.8950034
30663,79107,79107,+35.2305917,-101.8025016
30664,79108,79108,+35.3078976,-101.6909325
30665,79109,79109,+35.1664163,-101.8864225
30666,79110,79110,+35.1444512,-101.8781221
30667,79111,79111,+35.2205367,-101.7081433
30668,79118,79118,+35.1063668,-101.7399112
30669,79119,79119,+35.1090836,-102.0178871
30670,79121,79121,+35.1747154,-101.9297502
30671,79124,79124,+35.2621743,-101.9652684
30672,79201,79201,+34.4377661,-100.2809616
30673,79220,79220,+33.7535011,-100.7946321
30674,79225,79225,+34.2559310,-099.5152041
30675,79226,79226,+34.9007598,-100.9945492
30676,79227,79227,+33.8998127,-099.7734972
30677,79229,79229,+33.6657063,-100.6765635
30678,79230,79230,+34.7022735,-100.0692215
30679,79231,79231,+33.9063792,-101.0700364
30680,79233,79233,+34.5209958,-100.5256477
30681,79234,79234,+34.2304434,-100.9352280
30682,79235,79235,+33.9618459,-101.2461390
30683,79236,79236,+33.7106842,-100.3842169
30684,79237,79237,+34.9182827,-100.6455449
30685,79239,79239,+34.6556227,-100.7638926
30686,79240,79240,+34.8860663,-100.7799314
30687,79241,79241,+34.1785015,-101.3849124
30688,79243,79243,+33.7744795,-100.9901139
30689,79244,79244,+34.0303971,-100.8437589
30690,79245,79245,+34.8572578,-100.5128681
30691,79247,79247,+34.3298128,-099.4090692
30692,79248,79248,+33.9943221,-100.2872470
30693,79250,79250,+33.8776892,-101.5947555
30694,79251,79251,+34.9434213,-100.4515655
30695,79252,79252,+34.3043348,-099.8189165
30696,79255,79255,+34.3499135,-101.0507618
30697,79256,79256,+33.9003894,-100.7458746
30698,79257,79257,+34.4574777,-101.2871607
30699,79258,79258,+34.2282914,-101.2887347
30700,79259,79259,+34.3984918,-100.4729267
30701,79261,79261,+34.4472261,-100.8098477
30702,79311,79311,+33.8578820,-101.8815383
30703,79312,79312,+34.0190635,-102.4199538
30704,79313,79313,+33.8048919,-102.1622909
30705,79314,79314,+33.5848997,-103.0145094
30706,79316,79316,+33.1379071,-102.3261828
30707,79322,79322,+33.6345663,-101.1801165
30708,79323,79323,+32.9457464,-102.8694031
30709,79324,79324,+33.8978842,-102.6824897
30710,79325,79325,+34.4246078,-102.9437419
30711,79326,79326,+34.0779384,-102.2161437
30712,79329,79329,+33.7151431,-101.6749635
30713,79330,79330,+33.0407844,-101.2249463
30714,79331,79331,+32.6952140,-102.0095700
30715,79336,79336,+33.6039025,-102.3984142
30716,79339,79339,+33.8865030,-102.3366773
30717,79342,79342,+32.9082082,-102.3366002
30718,79343,79343,+33.6586708,-101.5310365
30719,79344,79344,+33.8449605,-102.9304113
30720,79345,79345,+33.3375421,-102.3313498
30721,79346,79346,+33.6480865,-102.8249580
30722,79347,79347,+34.1725602,-102.7894100
30723,79350,79350,+33.7318200,-101.8257887
30724,79351,79351,+32.9270096,-101.7644137
30725,79353,79353,+33.7835178,-102.5819457
30726,79355,79355,+33.1816636,-102.8767312
30727,79356,79356,+33.2858897,-101.3392673
30728,79357,79357,+33.6118857,-101.4047010
30729,79358,79358,+33.4421853,-102.1950331
30730,79359,79359,+32.9711411,-102.5865551
30731,79360,79360,+32.6898202,-102.7246614
30732,79363,79363,+33.7065162,-102.0431751
30733,79364,79364,+33.4525716,-101.6441744
30734,79366,79366,+33.5303154,-101.6853432
30735,79367,79367,+33.6214533,-102.1907859
30736,79369,79369,+33.9557429,-102.1451715
30737,79370,79370,+33.5069232,-100.9070422
30738,79371,79371,+33.9526210,-102.9662131
30739,79372,79372,+33.4342432,-102.4884012
30740,79373,79373,+33.1738716,-101.8325635
30741,79376,79376,+33.2338603,-102.6731068
30742,79377,79377,+32.9296477,-102.1335057
30743,79378,79378,+33.0581330,-102.4746773
30744,79379,79379,+33.5105070,-102.6464225
30745,79380,79380,+33.7356288,-102.3322158
30746,79381,79381,+33.3159594,-101.7696040
30747,79382,79382,+33.4552867,-102.0140548
30748,79401,79401,+33.5887712,-101.8504445
30749,79403,79403,+33.6435031,-101.7754502
30750,79404,79404,+33.5277019,-101.7937172
30751,79406,79406,+33.5859092,-101.8783823
30752,79407,79407,+33.5668617,-102.0792430
30753,79410,79410,+33.5700713,-101.8910106
30754,79411,79411,+33.5700341,-101.8577334
30755,79412,79412,+33.5463830,-101.8565163
30756,79413,79413,+33.5474016,-101.8856439
30757,79414,79414,+33.5477937,-101.9202295
30758,79415,79415,+33.7013859,-101.8978359
30759,06001,06001,+41.7871585,-072.8520463
30760,06002,06002,+41.8449305,-072.7409509
30761,06010,06010,+41.6815776,-072.9407487
30762,06013,06013,+41.7575167,-072.9575607
30763,06016,06016,+41.9018988,-072.5474318
30764,06018,06018,+42.0246286,-073.3096163
30765,06019,06019,+41.8575078,-072.9027654
30766,06020,06020,+41.8346055,-072.9288350
30767,06021,06021,+42.0172286,-073.1048207
30768,06022,06022,+41.8654333,-072.9273265
30769,06023,06023,+41.6125899,-072.7200952
30770,06024,06024,+42.0121370,-073.2742642
30771,06026,06026,+41.9297190,-072.7453784
30772,06027,06027,+42.0049301,-072.9156992
30773,06029,06029,+41.9151666,-072.4442938
30774,06031,06031,+41.9552567,-073.3167850
30775,06032,06032,+41.7252225,-072.8303088
30776,06033,06033,+41.7074611,-072.5389303
30777,06035,06035,+41.9606816,-072.8038465
30778,06037,06037,+41.6054768,-072.7784592
30779,96773,96773,+19.8801617,-155.2391612
30780,96774,96774,+19.9641994,-155.3225593
30781,96776,96776,+19.9933715,-155.3998992
30782,96777,96777,+19.2519488,-155.4567690
30783,96778,96778,+19.4389404,-155.0281756
30784,96779,96779,+20.9082241,-156.3829628
30785,96780,96780,+19.9697574,-155.2161665
30786,96781,96781,+19.7861518,-155.2177041
30787,96782,96782,+21.4173737,-157.9368665
30788,96783,96783,+19.8308273,-155.1441585
30789,96785,96785,+19.4537285,-155.4075454
30790,96786,96786,+21.5713895,-157.9793842
30791,96789,96789,+21.4825313,-157.9342208
30792,96790,96790,+20.6858643,-156.3041511
30793,96791,96791,+21.5636399,-158.1851505
30794,96792,96792,+21.4686264,-158.1669188
30795,96793,96793,+20.8953443,-156.5303192
30796,96795,96795,+21.3350127,-157.7109242
30797,96796,96796,+22.0940783,-159.7199129
30798,96797,96797,+21.4174695,-157.9838380
30799,96813,96813,+21.3165482,-157.8450525
30800,96814,96814,+21.2931427,-157.8487667
